amount,transactionFeeAmount,settlementFeeAmount,transactionProcessingFee,settlementProcessingFee,fired_rule_name
3751.6557872851513,93.58742743151352,59.83881475843438,3.3716505576747826,1.1070625112519246,medium_high_risk
9507.635921035062,221.68463939742145,73.85227276341791,2.566816040903869,0.5560079929375568,high_amount_transaction
7322.619478695937,124.82251762463707,74.6877560647117,4.840243361887734,0.6411699074249831,geo_risk
5990.598257128396,205.42160879216948,89.55470869285386,1.4854030294290719,0.7878120460884889,high_amount_transaction
1568.6262180199408,45.5920683528226,19.186400868836913,3.145353871995233,0.8498640027853606,medium_amount_transaction
1568.3852581586643,69.99395955495842,25.217385227261836,3.650945067456002,0.9541068848684691,medium_amount_transaction
590.2552855603126,6.660666839469491,11.461647091088478,4.215040202054217,0.989742078201435,standard_transaction
8663.099696291603,309.7466788691048,58.46033210569781,2.331369636926032,1.530434132816347,high_amount_transaction
6015.138967314656,243.72113084130285,94.09792114939005,3.591148584458667,1.6758476152303114,high_amount_transaction
7083.6450521824945,286.03378164301733,59.893368836051216,1.8644066212292725,1.133973861941161,high_amount_transaction
215.63909801506645,9.799278621715093,2.418856304771404,2.459642415628191,2.7497003337859662,high_fee_transaction
9699.399423098323,379.84157281576745,53.27822766977388,4.5303220904152965,1.7934772530151775,velocity_check
8326.101981596214,392.2626675291537,58.60419078329299,4.774584241989294,2.4261877056901984,high_amount_transaction
2131.2677156759787,49.671888020952174,20.87930376372448,3.7346780611726915,2.795442147536277,medium_amount_transaction
1826.4314223989352,55.02741385607173,18.501361423880372,2.1845835084928327,0.7404648093546741,medium_amount_transaction
1842.211053435804,19.459618987493858,34.06944270628772,4.190260054885988,1.4552611060322134,medium_amount_transaction
3049.380007165782,31.34245317648849,49.17794185445084,0.6164018677643908,1.4696680846294439,medium_amount_transaction
5252.316752006056,102.9720103680653,102.85477710738678,0.9623565974273948,1.2570750761835563,high_amount_transaction
4325.130736234736,60.691479633544645,60.49159271947639,3.476181813689125,0.32404583968942785,medium_high_risk
2919.379110578439,59.58001638125155,25.1817058560024,1.8106185887152584,2.5031246910008567,medium_high_risk
6122.41041827657,104.58137261903241,60.70263062327766,4.78123798280215,0.6012101681955375,high_amount_transaction
1403.543667913898,15.636600689980252,13.751273613187022,2.4622727544153715,2.9877976143887492,medium_amount_transaction
2928.525038866829,135.8020488164901,28.984827398481492,2.432141691751297,2.3869879281601905,medium_high_risk
3669.9548145039803,37.90668897027825,55.39599567902587,3.551357795859191,1.8660270475375893,medium_amount_transaction
4566.139142328189,180.10353107233925,59.18683857431759,3.9540585303778535,0.7174373279023132,medium_high_risk
7853.907854316206,126.33729790695426,84.67582896435198,2.640014321563114,1.691561022761767,high_amount_transaction
2004.7410837620137,93.19877887951175,14.507001186895597,1.4630040577027588,1.004993600316084,medium_high_risk
5147.20203975198,235.28806365109364,27.44533136857312,3.979888892265297,0.9812708162662875,high_amount_transaction
5928.221542931804,214.34104994347942,49.10061446489745,1.941580736931324,2.5397289733327106,high_amount_transaction
474.03962307277726,17.487021150252883,3.134383672790124,1.2879984618223592,1.3277399446904736,low_risk_transaction
6079.37307049537,62.09207614135675,102.02206588623949,3.3423808546625597,1.5169542691551712,high_amount_transaction
1713.5359956360423,84.6398751409244,11.459219480424776,0.9070415014565768,2.5760047920063194,medium_amount_transaction
659.8654139229424,29.768709111773784,10.467724553392088,4.871087037887247,0.5370346894408748,high_fee_transaction
9489.366517160799,434.6533070814205,102.34168245300293,3.345787689854616,1.9054682033458339,high_amount_transaction
9656.664010414848,351.21075990421866,58.91217688278797,4.936529844147901,1.8611823397072023,high_amount_transaction
8085.889507683447,192.3752554285992,139.00412822758585,2.025020405653862,1.4480793370200231,high_amount_transaction
3053.0915540419733,139.6665612531864,41.81043574701892,4.870423225356791,2.540391531845051,medium_high_risk
985.7444189237749,21.35189158711139,8.414731027153268,1.155030114778806,2.84580316560637,standard_transaction
6845.487934856447,222.5362825787045,126.09537744084439,0.683126475561628,1.5564068271667493,velocity_check
4407.123412458617,61.652302251145656,25.027501682302706,0.6484282720457115,1.5315970376956793,medium_high_risk
1229.1619660993404,57.6209314606065,9.866844626643113,2.591916667696522,1.655572070111011,velocity_check
4956.817332011589,77.47911111673812,80.70047535357035,0.8735188886536764,2.252434883249266,medium_high_risk
353.5413259410318,6.71582585532355,5.529622840831104,2.804755478754208,2.1037627848871985,low_risk_transaction
9094.110816767034,293.97046355330883,84.9305866670996,1.9737522657900521,0.9016543628585951,high_amount_transaction
2595.212016184169,105.27145358723938,15.390575608188866,2.01033046613352,0.4725174412182269,second_amount
6628.59762069628,230.5031999231422,118.46080212231008,3.360240484453264,2.862986150505331,high_amount_transaction
3123.9936501332154,60.24733128406277,30.319809691548528,1.2339410276822909,1.0048883512810016,medium_high_risk
